state,lga,crop,season,area_ha,yield_t_ha,production_t,quality_grade
Niger,Niger-LGA-01,rice,2025_wet,14453.9,2.11,30441.5,Grade B
Zamfara,Zamfara-LGA-02,millet,2023_wet,446.8,0.79,354.7,Grade C
Adamawa,Adamawa-LGA-06,cocoa,2022_dry,531.1,0.18,93.0,Grade B
Sokoto,Sokoto-LGA-06,sorghum,2022_wet,920.0,1.67,1538.1,Grade B
Kogi,Kogi-LGA-02,rice,2023_dry,675.9,3.57,2413.1,Grade C
Plateau,Plateau-LGA-08,maize,2024_dry,100.0,1.69,168.6,Grade A
Oyo,Oyo-LGA-01,maize,2023_dry,1334.5,2.82,3767.0,Grade B
Yobe,Yobe-LGA-02,sorghum,2024_dry,451.2,0.3,135.3,Grade A
Jigawa,Jigawa-LGA-14,yam,2023_dry,614.3,5.91,3632.8,Grade C
Ondo,Ondo-LGA-07,cocoa,2024_dry,124.7,0.53,65.7,Grade A
Gombe,Gombe-LGA-11,oil_palm,2023_dry,843.0,4.45,3748.1,Grade B
Benue,Benue-LGA-12,sorghum,2023_dry,150.0,0.99,148.4,Grade B
Taraba,Taraba-LGA-11,maize,2023_dry,100.0,2.28,228.1,Grade C
FCT,FCT-LGA-08,oil_palm,2023_wet,259.0,3.59,929.5,Grade C
Kwara,Kwara-LGA-04,sorghum,2025_wet,1278.5,1.31,1676.3,Grade A
Osun,Osun-LGA-13,millet,2024_dry,253.9,1.22,308.8,Grade B
Osun,Osun-LGA-12,rice,2022_dry,894.1,3.47,3106.0,Grade A
Enugu,Enugu-LGA-03,maize,2025_wet,176.4,2.44,431.3,Grade B
Benue,Benue-LGA-02,cocoa,2022_dry,389.8,0.46,181.2,Grade B
Akwa Ibom,Akwa Ibom-LGA-12,cassava,2023_dry,1623.2,13.24,21484.9,Grade A
Adamawa,Adamawa-LGA-14,millet,2024_dry,6948.5,1.02,7098.1,Grade B
Edo,Edo-LGA-01,yam,2024_wet,134.1,11.28,1512.9,Grade B
Delta,Delta-LGA-06,sorghum,2022_wet,116.4,0.99,115.0,Grade A
Anambra,Anambra-LGA-03,yam,2024_dry,733.1,11.55,8466.9,Grade A
FCT,FCT-LGA-12,sorghum,2024_wet,323.8,2.41,781.5,Grade B
Benue,Benue-LGA-01,cassava,2024_dry,135.3,8.2,1109.6,Grade B
Kwara,Kwara-LGA-08,millet,2024_dry,258.4,0.73,189.1,Grade C
Nasarawa,Nasarawa-LGA-08,oil_palm,2022_dry,428.3,2.19,939.8,Grade A
Adamawa,Adamawa-LGA-07,millet,2022_dry,663.1,0.3,198.9,Grade B
Kaduna,Kaduna-LGA-14,cocoa,2023_dry,115.5,0.15,17.8,Grade B
Rivers,Rivers-LGA-04,oil_palm,2024_dry,2817.9,6.81,19186.8,Grade B
Imo,Imo-LGA-12,rice,2022_wet,7004.2,4.02,28127.7,Grade B
Akwa Ibom,Akwa Ibom-LGA-14,yam,2024_wet,591.4,12.97,7667.0,Grade B
Yobe,Yobe-LGA-10,cassava,2022_wet,424.4,4.0,1697.5,Grade A
Kano,Kano-LGA-11,maize,2022_wet,3320.1,2.02,6690.9,Grade B
Bauchi,Bauchi-LGA-04,oil_palm,2022_wet,100.0,3.11,311.0,Grade B
Kano,Kano-LGA-12,oil_palm,2022_wet,1375.8,1.39,1909.0,Grade A
Bayelsa,Bayelsa-LGA-13,maize,2022_wet,100.0,1.87,187.3,Grade A
FCT,FCT-LGA-14,yam,2022_dry,231.9,14.18,3287.1,Grade A
Adamawa,Adamawa-LGA-03,maize,2023_wet,2537.1,1.99,5056.0,Grade C
Kogi,Kogi-LGA-13,rice,2025_wet,179.7,3.03,543.7,Grade B
Bayelsa,Bayelsa-LGA-03,cassava,2022_dry,1554.0,10.14,15750.6,Grade C
Enugu,Enugu-LGA-12,sorghum,2025_wet,174.3,2.1,366.1,Grade A
Delta,Delta-LGA-05,yam,2022_wet,333.6,14.74,4917.2,Grade B
Gombe,Gombe-LGA-13,maize,2022_wet,355.1,1.57,557.9,Grade A
Nasarawa,Nasarawa-LGA-11,sorghum,2024_wet,680.8,1.43,974.3,Grade C
Nasarawa,Nasarawa-LGA-02,rice,2023_dry,1791.6,2.06,3696.3,Grade A
Bauchi,Bauchi-LGA-10,oil_palm,2024_wet,872.8,2.77,2421.1,Grade A
Taraba,Taraba-LGA-07,cassava,2023_dry,102.6,8.29,850.6,Grade B
Lagos,Lagos-LGA-08,rice,2022_wet,613.4,3.86,2365.2,Grade A
Katsina,Katsina-LGA-07,sorghum,2022_dry,1522.6,0.3,456.8,Grade C
Benue,Benue-LGA-09,cassava,2025_wet,260.6,10.56,2753.5,Grade B
FCT,FCT-LGA-06,millet,2024_dry,381.3,0.88,336.5,Grade B
Ekiti,Ekiti-LGA-05,sorghum,2024_dry,218.8,1.81,395.5,Grade B
Sokoto,Sokoto-LGA-01,cocoa,2023_wet,436.5,0.17,72.3,Grade B
Adamawa,Adamawa-LGA-05,cassava,2023_dry,293.5,10.05,2950.5,Grade B
Rivers,Rivers-LGA-12,cassava,2025_wet,130.7,14.28,1867.2,Grade B
Enugu,Enugu-LGA-11,rice,2022_wet,100.0,3.43,343.3,Grade B
Zamfara,Zamfara-LGA-08,rice,2022_dry,818.1,3.04,2488.4,Grade B
Imo,Imo-LGA-11,cocoa,2024_dry,1264.6,0.59,739.9,Grade B
Ebonyi,Ebonyi-LGA-03,oil_palm,2022_wet,100.0,4.15,415.0,Grade C
Ekiti,Ekiti-LGA-02,millet,2023_wet,21735.0,1.34,29159.0,Grade A
Kwara,Kwara-LGA-14,cocoa,2025_wet,100.0,0.37,37.1,Grade B
Yobe,Yobe-LGA-14,rice,2025_wet,1556.5,2.75,4283.7,Grade B
Nasarawa,Nasarawa-LGA-06,rice,2024_dry,1168.8,3.75,4377.8,Grade B
Edo,Edo-LGA-04,millet,2024_dry,122.6,0.96,117.6,Grade B
Imo,Imo-LGA-12,yam,2024_wet,1606.8,14.08,22616.4,Grade B
Akwa Ibom,Akwa Ibom-LGA-10,cocoa,2024_wet,5250.8,0.4,2080.2,Grade A
Ekiti,Ekiti-LGA-06,oil_palm,2023_dry,100.0,2.99,298.5,Grade B
Katsina,Katsina-LGA-09,yam,2024_dry,100.0,6.83,683.1,Grade C
Benue,Benue-LGA-05,millet,2023_wet,413.5,1.16,478.3,Grade B
Zamfara,Zamfara-LGA-04,maize,2023_dry,100.0,2.41,240.8,Grade A
Gombe,Gombe-LGA-14,millet,2023_dry,272.2,0.56,151.7,Grade B
Taraba,Taraba-LGA-14,cocoa,2022_wet,486.3,0.28,138.5,Grade C
Zamfara,Zamfara-LGA-07,rice,2023_dry,310.7,2.31,717.4,Grade A
Cross River,Cross River-LGA-06,oil_palm,2022_wet,120.5,2.89,348.5,Grade B
Sokoto,Sokoto-LGA-01,cassava,2024_dry,546.4,10.57,5775.4,Grade C
Anambra,Anambra-LGA-05,millet,2024_dry,105.7,1.5,158.9,Grade B
Kwara,Kwara-LGA-11,millet,2023_dry,129.8,1.13,146.6,Grade C
FCT,FCT-LGA-01,oil_palm,2025_wet,2274.0,5.41,12294.3,Grade A
Jigawa,Jigawa-LGA-03,rice,2024_dry,151.6,3.19,483.5,Grade B
Bayelsa,Bayelsa-LGA-03,millet,2022_wet,632.5,1.6,1014.1,Grade C
Taraba,Taraba-LGA-12,oil_palm,2022_dry,124.3,4.08,506.8,Grade A
Bayelsa,Bayelsa-LGA-13,cassava,2024_dry,108.1,10.0,1080.6,Grade B
Benue,Benue-LGA-12,maize,2024_wet,100.0,2.28,228.4,Grade B
Adamawa,Adamawa-LGA-02,maize,2024_dry,1388.6,0.94,1311.6,Grade C
Anambra,Anambra-LGA-06,yam,2024_dry,2720.5,11.9,32368.0,Grade B
Delta,Delta-LGA-06,cocoa,2023_dry,572.0,0.6,343.4,Grade A
Plateau,Plateau-LGA-13,yam,2022_dry,150.5,13.93,2097.2,Grade B
Adamawa,Adamawa-LGA-12,cocoa,2023_dry,9529.0,0.4,3770.2,Grade C
Cross River,Cross River-LGA-13,yam,2022_dry,2044.1,10.09,20621.2,Grade B
Taraba,Taraba-LGA-11,rice,2022_dry,104.5,3.29,344.0,Grade B
Nasarawa,Nasarawa-LGA-08,yam,2023_dry,917.5,7.49,6873.5,Grade C
Akwa Ibom,Akwa Ibom-LGA-05,rice,2022_dry,171.8,2.12,363.9,Grade A
Imo,Imo-LGA-13,cocoa,2025_wet,489.9,0.47,229.4,Grade B
Zamfara,Zamfara-LGA-10,sorghum,2022_wet,124.4,0.9,111.6,Grade A
Anambra,Anambra-LGA-14,cassava,2025_wet,100.0,11.77,1177.4,Grade C
Sokoto,Sokoto-LGA-09,millet,2023_dry,115.6,1.02,118.3,Grade B
Borno,Borno-LGA-05,maize,2024_dry,100.0,0.5,50.0,Grade B
Kano,Kano-LGA-10,oil_palm,2023_wet,208.5,2.22,464.0,Grade B
Edo,Edo-LGA-02,rice,2022_wet,19838.9,2.97,58968.2,Grade B
Borno,Borno-LGA-11,yam,2022_wet,14999.2,5.9,88439.4,Grade C
Akwa Ibom,Akwa Ibom-LGA-08,sorghum,2024_dry,216.7,1.29,279.3,Grade A
Zamfara,Zamfara-LGA-12,cocoa,2024_wet,100.0,0.36,35.9,Grade C
Bauchi,Bauchi-LGA-05,yam,2022_dry,561.8,7.78,4371.2,Grade C
Bauchi,Bauchi-LGA-14,rice,2024_dry,1521.5,1.0,1521.5,Grade B
Katsina,Katsina-LGA-02,maize,2024_dry,285.5,0.94,268.5,Grade B
Ebonyi,Ebonyi-LGA-11,cocoa,2022_wet,148.2,0.43,63.0,Grade B
Sokoto,Sokoto-LGA-07,yam,2022_wet,106.7,6.65,709.9,Grade A
Katsina,Katsina-LGA-03,cassava,2024_wet,878.3,7.77,6820.1,Grade A
Ebonyi,Ebonyi-LGA-06,oil_palm,2022_wet,100.0,4.72,471.7,Grade A
Borno,Borno-LGA-06,cassava,2023_dry,983.6,4.0,3934.5,Grade C
Jigawa,Jigawa-LGA-08,maize,2024_wet,921.4,1.49,1376.2,Grade B
Delta,Delta-LGA-10,maize,2023_dry,9228.9,2.33,21529.5,Grade B
Plateau,Plateau-LGA-03,cocoa,2023_dry,1148.5,0.51,591.2,Grade C
Yobe,Yobe-LGA-09,cassava,2024_wet,100.0,4.0,400.0,Grade B
Yobe,Yobe-LGA-12,cassava,2022_dry,1301.6,4.49,5843.0,Grade A
Osun,Osun-LGA-08,millet,2022_wet,187.1,1.26,235.4,Grade B
Oyo,Oyo-LGA-01,maize,2024_wet,796.4,2.44,1946.4,Grade C
Lagos,Lagos-LGA-07,maize,2024_wet,3228.3,2.04,6593.6,Grade B
Osun,Osun-LGA-13,sorghum,2022_wet,139.8,2.02,282.1,Grade B
Plateau,Plateau-LGA-06,cassava,2022_dry,100.0,8.69,869.1,Grade A
Bayelsa,Bayelsa-LGA-10,sorghum,2025_wet,100.0,1.87,186.9,Grade C
Abia,Abia-LGA-01,yam,2023_dry,1489.5,10.88,16210.8,Grade A
Gombe,Gombe-LGA-03,cocoa,2024_wet,100.0,0.69,68.9,Grade A
Bauchi,Bauchi-LGA-03,oil_palm,2023_dry,831.3,4.75,3949.5,Grade A
Abia,Abia-LGA-11,rice,2024_dry,100.0,3.15,315.4,Grade B
Edo,Edo-LGA-08,maize,2023_dry,100.0,3.15,315.3,Grade A
Kogi,Kogi-LGA-08,sorghum,2023_wet,680.2,1.88,1281.2,Grade A
Kaduna,Kaduna-LGA-05,millet,2024_wet,415.5,1.5,624.1,Grade C
Plateau,Plateau-LGA-05,sorghum,2022_dry,100.0,1.85,185.2,Grade A
Abia,Abia-LGA-04,yam,2024_dry,692.9,6.73,4661.5,Grade B
Kaduna,Kaduna-LGA-11,sorghum,2022_wet,21461.1,0.61,13157.3,Grade B
Bayelsa,Bayelsa-LGA-10,millet,2023_dry,2871.2,0.7,2007.4,Grade B
Benue,Benue-LGA-03,millet,2024_wet,293.2,1.55,453.2,Grade B
Ebonyi,Ebonyi-LGA-11,sorghum,2024_dry,3167.0,1.38,4362.7,Grade A
Enugu,Enugu-LGA-09,maize,2023_wet,570.0,2.41,1376.4,Grade A
Niger,Niger-LGA-12,cocoa,2023_wet,647.0,0.73,469.9,Grade B
Bauchi,Bauchi-LGA-06,yam,2024_dry,180.0,10.25,1844.9,Grade C
Rivers,Rivers-LGA-05,millet,2023_dry,1344.1,1.34,1797.0,Grade C
Ogun,Ogun-LGA-10,oil_palm,2022_dry,100.0,2.36,236.1,Grade B
Benue,Benue-LGA-01,yam,2023_dry,100.0,8.84,883.7,Grade A
Imo,Imo-LGA-04,oil_palm,2023_wet,481.1,3.81,1833.4,Grade C
Anambra,Anambra-LGA-12,millet,2022_wet,2455.9,0.96,2360.9,Grade B
Sokoto,Sokoto-LGA-11,cassava,2025_wet,1299.9,10.37,13475.9,Grade C
Nasarawa,Nasarawa-LGA-05,rice,2022_dry,838.5,3.63,3042.6,Grade A
Nasarawa,Nasarawa-LGA-01,oil_palm,2024_wet,100.0,4.14,414.4,Grade A
Bayelsa,Bayelsa-LGA-07,yam,2023_wet,163.5,9.34,1526.5,Grade C
Delta,Delta-LGA-02,sorghum,2023_wet,2823.4,0.57,1616.2,Grade B
Zamfara,Zamfara-LGA-13,yam,2025_wet,132.8,5.68,753.9,Grade C
Gombe,Gombe-LGA-09,millet,2024_dry,256.9,0.44,113.6,Grade B
Ogun,Ogun-LGA-14,rice,2022_wet,715.6,2.63,1881.7,Grade B
Bayelsa,Bayelsa-LGA-03,oil_palm,2024_dry,316.1,4.93,1558.0,Grade B
Zamfara,Zamfara-LGA-06,cocoa,2024_dry,122.0,0.27,33.2,Grade B
Delta,Delta-LGA-13,sorghum,2024_wet,100.0,1.99,199.1,Grade B
Nasarawa,Nasarawa-LGA-06,sorghum,2022_wet,380.6,1.4,533.7,Grade C
Taraba,Taraba-LGA-04,oil_palm,2025_wet,131.8,5.19,683.5,Grade A
FCT,FCT-LGA-14,cassava,2025_wet,1297.8,10.19,13226.8,Grade B
Oyo,Oyo-LGA-14,cassava,2025_wet,3388.3,9.89,33504.2,Grade B
Rivers,Rivers-LGA-03,millet,2024_wet,999.6,1.14,1139.6,Grade B
Plateau,Plateau-LGA-11,rice,2022_dry,349.4,3.01,1051.3,Grade C
Jigawa,Jigawa-LGA-07,yam,2024_dry,676.4,8.07,5460.4,Grade C
Yobe,Yobe-LGA-09,rice,2022_wet,724.9,1.59,1152.7,Grade B
Borno,Borno-LGA-09,millet,2022_dry,684.5,0.5,345.5,Grade B
Plateau,Plateau-LGA-10,yam,2023_dry,459.4,14.16,6504.1,Grade A
Sokoto,Sokoto-LGA-09,oil_palm,2023_wet,100.0,3.55,355.4,Grade C
Delta,Delta-LGA-12,cocoa,2024_dry,943.5,0.46,433.5,Grade B
Oyo,Oyo-LGA-14,oil_palm,2022_dry,100.0,2.43,242.9,Grade C
Kaduna,Kaduna-LGA-04,maize,2023_dry,1899.6,2.82,5358.9,Grade C
Yobe,Yobe-LGA-04,cocoa,2023_dry,845.0,0.24,202.2,Grade A
Ogun,Ogun-LGA-03,yam,2023_wet,100.0,15.23,1523.4,Grade B
Yobe,Yobe-LGA-14,oil_palm,2025_wet,100.0,2.28,227.8,Grade B
Yobe,Yobe-LGA-12,sorghum,2024_wet,704.1,0.38,270.8,Grade B
FCT,FCT-LGA-04,oil_palm,2025_wet,563.8,3.49,1966.6,Grade A
Ekiti,Ekiti-LGA-13,oil_palm,2022_dry,100.0,3.47,347.1,Grade A
Lagos,Lagos-LGA-10,maize,2024_wet,530.6,2.37,1255.2,Grade B
Katsina,Katsina-LGA-08,cassava,2024_wet,155.6,4.23,658.3,Grade C
FCT,FCT-LGA-13,rice,2023_wet,132.0,2.37,312.8,Grade C
Plateau,Plateau-LGA-13,oil_palm,2024_wet,650.7,4.2,2733.8,Grade C
Borno,Borno-LGA-02,cassava,2024_dry,1119.5,5.77,6455.6,Grade B
Ogun,Ogun-LGA-06,millet,2022_dry,348.2,0.83,289.9,Grade B
Zamfara,Zamfara-LGA-13,oil_palm,2022_wet,100.0,2.05,205.0,Grade C
Ekiti,Ekiti-LGA-04,yam,2022_wet,751.4,9.75,7327.3,Grade A
Rivers,Rivers-LGA-12,yam,2024_dry,1072.7,12.93,13867.6,Grade B
Zamfara,Zamfara-LGA-07,millet,2022_wet,1854.4,0.84,1554.7,Grade A
Ogun,Ogun-LGA-13,maize,2022_wet,7656.6,2.85,21801.0,Grade A
Cross River,Cross River-LGA-11,maize,2022_wet,120.8,1.87,226.4,Grade C
Katsina,Katsina-LGA-08,maize,2025_wet,476.8,0.75,357.4,Grade A
Enugu,Enugu-LGA-09,cassava,2024_dry,351.2,10.48,3679.2,Grade B
Ebonyi,Ebonyi-LGA-02,sorghum,2025_wet,714.5,2.28,1629.8,Grade B
Kaduna,Kaduna-LGA-14,yam,2022_wet,641.8,15.17,9738.7,Grade A
Osun,Osun-LGA-03,rice,2022_dry,107.4,4.02,432.2,Grade B
Kaduna,Kaduna-LGA-02,cassava,2024_dry,251.3,8.6,2161.1,Grade A
Yobe,Yobe-LGA-14,yam,2024_dry,601.6,5.0,3007.9,Grade B
Gombe,Gombe-LGA-14,maize,2022_wet,9403.3,1.37,12856.4,Grade A
Ondo,Ondo-LGA-11,maize,2025_wet,394.2,1.23,485.5,Grade B
FCT,FCT-LGA-11,yam,2024_wet,100.0,7.86,785.5,Grade B
Imo,Imo-LGA-04,millet,2022_wet,100.0,1.94,193.9,Grade C
Ondo,Ondo-LGA-08,cassava,2022_wet,748.6,11.88,8894.1,Grade B
Osun,Osun-LGA-01,oil_palm,2025_wet,21513.7,3.67,79009.9,Grade C
Ondo,Ondo-LGA-09,cocoa,2025_wet,543.6,0.48,263.1,Grade A
Akwa Ibom,Akwa Ibom-LGA-06,millet,2023_wet,201.5,1.46,294.8,Grade C
Edo,Edo-LGA-11,cassava,2024_dry,673.3,9.79,6594.0,Grade A
Nasarawa,Nasarawa-LGA-14,rice,2025_wet,150.6,1.22,183.3,Grade A
Kogi,Kogi-LGA-13,rice,2022_dry,242.1,2.66,643.1,Grade A
Osun,Osun-LGA-12,cassava,2023_dry,100.0,10.92,1092.2,Grade A
Plateau,Plateau-LGA-08,yam,2022_wet,203.9,12.03,2454.1,Grade B
Imo,Imo-LGA-07,maize,2023_wet,138.6,2.94,407.3,Grade A
Niger,Niger-LGA-08,cocoa,2023_dry,551.6,0.31,173.2,Grade A
Taraba,Taraba-LGA-06,yam,2023_wet,1680.6,11.1,18656.4,Grade B
Osun,Osun-LGA-14,maize,2023_dry,100.0,1.04,103.7,Grade A
Benue,Benue-LGA-13,rice,2022_wet,420.0,2.16,905.2,Grade B
Rivers,Rivers-LGA-06,oil_palm,2023_dry,518.5,3.3,1713.2,Grade C
Lagos,Lagos-LGA-10,oil_palm,2022_wet,100.0,3.68,368.0,Grade B
Taraba,Taraba-LGA-02,maize,2024_wet,548.7,1.37,750.1,Grade B
Adamawa,Adamawa-LGA-12,oil_palm,2024_wet,883.4,3.87,3420.9,Grade A
Plateau,Plateau-LGA-07,sorghum,2023_dry,659.8,1.53,1011.8,Grade B
Abia,Abia-LGA-10,cocoa,2023_wet,190.9,0.56,106.8,Grade C
Plateau,Plateau-LGA-14,yam,2025_wet,316.0,13.24,4184.3,Grade A
Yobe,Yobe-LGA-08,oil_palm,2024_wet,10813.6,1.68,18156.2,Grade B
Nasarawa,Nasarawa-LGA-10,maize,2024_dry,19232.8,2.11,40544.6,Grade B
Yobe,Yobe-LGA-12,maize,2025_wet,150.1,1.66,249.5,Grade A
Zamfara,Zamfara-LGA-02,millet,2025_wet,433.6,0.45,194.7,Grade B
Rivers,Rivers-LGA-02,cocoa,2022_wet,277.2,0.72,199.1,Grade A
Kogi,Kogi-LGA-08,millet,2022_wet,50000.0,0.83,41702.4,Grade B
Delta,Delta-LGA-08,yam,2022_dry,100.0,12.01,1200.8,Grade A
FCT,FCT-LGA-06,millet,2023_wet,152.3,1.6,243.8,Grade A
FCT,FCT-LGA-06,yam,2022_wet,156.4,13.14,2055.4,Grade A
Jigawa,Jigawa-LGA-11,yam,2023_dry,1046.3,5.5,5751.4,Grade B
Anambra,Anambra-LGA-07,cassava,2023_wet,138.0,8.43,1163.2,Grade A
Taraba,Taraba-LGA-02,yam,2022_dry,255.4,10.93,2792.3,Grade B
Enugu,Enugu-LGA-09,cocoa,2024_dry,2529.1,0.68,1717.0,Grade A
Kano,Kano-LGA-07,oil_palm,2023_dry,141.5,2.59,366.2,Grade A
Rivers,Rivers-LGA-10,oil_palm,2022_dry,482.1,4.34,2091.5,Grade B
Abia,Abia-LGA-10,oil_palm,2024_dry,100.0,4.29,429.0,Grade B
Ebonyi,Ebonyi-LGA-13,maize,2025_wet,167.7,2.51,421.1,Grade A
Bauchi,Bauchi-LGA-02,oil_palm,2023_wet,729.2,2.59,1889.1,Grade B
Benue,Benue-LGA-04,rice,2023_dry,100.0,2.73,273.4,Grade A
Niger,Niger-LGA-11,maize,2024_wet,4297.4,2.01,8634.9,Grade B
Rivers,Rivers-LGA-08,maize,2025_wet,364.6,2.87,1044.9,Grade A
Benue,Benue-LGA-05,cocoa,2024_wet,1530.4,0.56,851.1,Grade B
Delta,Delta-LGA-02,yam,2024_wet,100.0,15.38,1537.8,Grade C
Kogi,Kogi-LGA-01,rice,2022_wet,951.1,2.5,2380.6,Grade B
Kaduna,Kaduna-LGA-08,rice,2025_wet,1790.6,1.24,2218.8,Grade B
Anambra,Anambra-LGA-10,millet,2022_dry,768.6,0.99,758.0,Grade B
Ondo,Ondo-LGA-09,oil_palm,2022_wet,377.4,4.91,1851.9,Grade A
Ebonyi,Ebonyi-LGA-14,sorghum,2025_wet,761.0,1.14,864.2,Grade B
Bayelsa,Bayelsa-LGA-07,oil_palm,2022_wet,565.0,3.83,2162.9,Grade C
Kano,Kano-LGA-04,rice,2024_dry,152.6,1.52,231.3,Grade C
Kebbi,Kebbi-LGA-13,rice,2023_dry,100.0,2.92,291.8,Grade A
Taraba,Taraba-LGA-11,rice,2023_wet,100.0,2.26,225.6,Grade A
Bauchi,Bauchi-LGA-10,yam,2024_wet,1764.7,11.37,20066.3,Grade B
Ebonyi,Ebonyi-LGA-06,sorghum,2025_wet,3446.0,1.59,5474.7,Grade B
Ogun,Ogun-LGA-05,rice,2025_wet,100.0,3.37,337.2,Grade B
Akwa Ibom,Akwa Ibom-LGA-02,maize,2022_wet,2695.8,1.34,3604.4,Grade B
Oyo,Oyo-LGA-01,yam,2022_dry,265.0,11.64,3084.6,Grade B
Osun,Osun-LGA-05,cocoa,2024_dry,1536.4,0.39,595.0,Grade B
Jigawa,Jigawa-LGA-08,rice,2025_wet,50000.0,2.99,149542.6,Grade C
Akwa Ibom,Akwa Ibom-LGA-11,oil_palm,2023_dry,100.0,5.05,505.2,Grade C
Nasarawa,Nasarawa-LGA-01,sorghum,2023_dry,4529.4,1.38,6239.8,Grade A
Ogun,Ogun-LGA-06,millet,2022_dry,514.1,0.66,341.0,Grade B
Gombe,Gombe-LGA-01,sorghum,2025_wet,665.6,1.23,817.7,Grade B
Enugu,Enugu-LGA-12,oil_palm,2023_dry,445.8,5.22,2329.1,Grade B
Yobe,Yobe-LGA-03,millet,2024_dry,408.8,0.46,186.4,Grade A
Enugu,Enugu-LGA-01,rice,2023_wet,823.5,2.92,2404.0,Grade B
Kogi,Kogi-LGA-04,maize,2024_wet,100.0,1.42,141.9,Grade B
Delta,Delta-LGA-06,yam,2024_dry,206.8,11.55,2389.4,Grade C
FCT,FCT-LGA-07,rice,2023_wet,298.3,2.77,827.4,Grade B
Abia,Abia-LGA-01,yam,2023_dry,131.2,12.27,1609.5,Grade B
Ekiti,Ekiti-LGA-01,cassava,2023_wet,1255.9,13.3,16706.9,Grade A
Delta,Delta-LGA-04,maize,2023_wet,10921.6,2.71,29603.5,Grade A
Ebonyi,Ebonyi-LGA-14,sorghum,2022_wet,100.0,1.18,117.8,Grade B
Lagos,Lagos-LGA-09,millet,2024_wet,200.0,0.93,187.0,Grade A
Bauchi,Bauchi-LGA-01,maize,2023_dry,223.6,1.53,341.4,Grade B
Ekiti,Ekiti-LGA-11,sorghum,2022_dry,164.8,1.64,270.9,Grade C
Kwara,Kwara-LGA-12,rice,2023_dry,1340.7,2.46,3294.6,Grade B
Kaduna,Kaduna-LGA-11,cocoa,2024_dry,6115.1,0.3,1813.3,Grade C
Bauchi,Bauchi-LGA-05,cocoa,2023_wet,287.5,0.2,56.9,Grade B
Nasarawa,Nasarawa-LGA-07,yam,2023_wet,160.1,13.13,2100.8,Grade A
Plateau,Plateau-LGA-03,cassava,2024_dry,4601.9,6.81,31357.9,Grade A
Osun,Osun-LGA-04,millet,2024_dry,195.1,1.71,333.1,Grade B
Ekiti,Ekiti-LGA-11,rice,2023_dry,199.0,2.19,435.3,Grade C
Enugu,Enugu-LGA-07,maize,2024_dry,170.2,3.16,537.4,Grade B
Edo,Edo-LGA-01,rice,2024_dry,177.4,2.67,473.4,Grade A
Sokoto,Sokoto-LGA-08,yam,2024_dry,1203.9,7.93,9543.8,Grade B
Sokoto,Sokoto-LGA-10,sorghum,2022_dry,114.3,1.11,127.4,Grade B
Katsina,Katsina-LGA-09,rice,2023_dry,5400.4,1.81,9774.6,Grade A
Lagos,Lagos-LGA-13,millet,2024_dry,158.6,1.0,159.0,Grade C
Kaduna,Kaduna-LGA-04,cassava,2024_dry,100.0,10.8,1079.7,Grade B
Katsina,Katsina-LGA-07,maize,2024_wet,6625.4,1.57,10425.1,Grade B
Lagos,Lagos-LGA-09,millet,2025_wet,1040.6,1.53,1593.3,Grade B
Oyo,Oyo-LGA-12,sorghum,2023_wet,441.4,1.2,530.1,Grade C
Ondo,Ondo-LGA-09,millet,2024_dry,100.0,1.2,120.5,Grade B
Ebonyi,Ebonyi-LGA-06,sorghum,2024_wet,2245.7,1.82,4084.3,Grade C
Zamfara,Zamfara-LGA-06,maize,2022_dry,188.0,1.73,326.0,Grade B
Zamfara,Zamfara-LGA-07,millet,2024_dry,768.9,1.2,923.5,Grade C
Lagos,Lagos-LGA-07,yam,2025_wet,237.6,13.66,3245.6,Grade B
Bayelsa,Bayelsa-LGA-09,oil_palm,2022_wet,256.3,3.34,857.2,Grade A
Enugu,Enugu-LGA-08,cassava,2023_wet,2195.8,9.82,21566.8,Grade B
Kebbi,Kebbi-LGA-13,sorghum,2024_wet,100.0,2.05,204.5,Grade B
Abia,Abia-LGA-13,yam,2023_wet,548.9,12.67,6957.5,Grade A
Kogi,Kogi-LGA-10,maize,2022_dry,822.9,1.97,1619.5,Grade B
Ebonyi,Ebonyi-LGA-09,oil_palm,2023_dry,1228.0,4.89,6001.1,Grade B
Nasarawa,Nasarawa-LGA-03,cassava,2024_wet,113.6,9.81,1114.3,Grade A
Kebbi,Kebbi-LGA-13,maize,2025_wet,706.9,0.82,577.8,Grade A
Sokoto,Sokoto-LGA-11,cassava,2023_wet,580.8,7.98,4638.0,Grade B
Kano,Kano-LGA-03,sorghum,2023_dry,254.1,1.42,360.8,Grade B
Bayelsa,Bayelsa-LGA-05,yam,2022_wet,100.0,11.75,1175.4,Grade B
Kogi,Kogi-LGA-04,cassava,2022_dry,208.3,10.01,2084.9,Grade C
Oyo,Oyo-LGA-07,yam,2023_dry,261.9,16.15,4230.6,Grade B
Bayelsa,Bayelsa-LGA-02,maize,2025_wet,6163.4,2.19,13476.6,Grade B
Kebbi,Kebbi-LGA-08,rice,2023_dry,923.4,1.91,1767.7,Grade B
Ebonyi,Ebonyi-LGA-09,maize,2023_dry,404.0,2.05,829.6,Grade B
Osun,Osun-LGA-03,maize,2022_dry,2403.3,2.02,4860.5,Grade B
Bayelsa,Bayelsa-LGA-08,yam,2022_dry,2210.1,11.69,25834.2,Grade A
